r1,r2,a1,b1,a2,b2,a3,b3,a4,b4,ratio
24167,12096,13,12,11,14,13,12,13,6,1.9979332010582012
2000,1001,10,9,10,13,15,11,12,7,1.998001998001998
8910,4459,15,14,11,13,9,7,12,7,1.9982058757568961
43875,21952,15,14,13,14,15,14,15,8,1.9986789358600583
1715,858,14,13,7,9,14,11,15,8,1.9988344988344988
2079,1040,9,8,11,13,7,8,12,5,1.9990384615384615
4800,2401,8,7,5,7,8,7,15,7,1.9991670137442732
6048,3025,14,15,12,11,12,11,9,5,1.9993388429752066
4095,2048,9,8,7,8,13,12,15,8,1.99951171875
6655,3328,11,13,11,8,11,12,15,8,1.9996995192307692
10647,5324,13,11,9,11,13,11,7,4,1.9998121712997745
2,1,2,1,0,0,0,0,0,0,2.0
9801,4900,11,10,11,14,9,7,9,5,2.000204081632653
4225,2112,13,12,5,6,13,11,15,8,2.000473484848485
3025,1512,10,9,11,14,11,9,15,8,2.000661375661376
2401,1200,14,15,7,8,7,5,7,4,2.0008333333333335
4160,2079,8,9,4,3,10,11,13,7,2.000962000962001
3432,1715,6,7,8,7,13,14,11,5,2.0011661807580174
10985,5488,13,14,13,14,15,14,13,6,2.001639941690962
8918,4455,13,11,7,9,14,15,7,3,2.0017957351290683
1001,500,9,8,14,15,13,15,11,5,2.002
3150,1573,12,13,10,11,15,11,7,4,2.002542911633821
17303,8640,11,12,11,12,13,12,11,5,2.002662037037037
729,364,9,10,9,7,12,13,15,8,2.0027472527472527
1352,675,6,5,13,15,8,9,13,6,2.002962962962963
625,312,10,9,10,13,5,4,15,8,2.003205128205128
1080,539,15,14,12,11,12,7,0,0,2.0037105751391464
1375,686,10,9,11,14,15,14,15,7,2.0043731778425657
441,220,7,8,14,11,9,5,0,0,2.0045454545454544
1694,845,14,13,11,13,11,5,0,0,2.0047337278106507
8019,4000,9,8,9,10,9,10,11,5,2.00475
385,192,7,8,5,4,11,6,0,0,2.0052083333333335
728,363,13,11,8,11,7,3,0,0,2.005509641873278
704,351,8,9,4,3,10,13,11,5,2.005698005698006
351,175,9,10,6,5,13,7,0,0,2.005714285714286
325,162,5,6,10,9,13,6,0,0,2.006172839506173
1573,784,15,14,11,10,11,14,13,6,2.006377551020408
5408,2695,4,5,8,7,13,11,13,7,2.006679035250464
4410,2197,14,13,14,13,9,13,5,2,2.007282658170232
6776,3375,14,15,11,10,8,9,11,5,2.0077037037037035
13365,6656,9,8,11,13,9,8,15,8,2.0079627403846154
13013,6480,13,12,7,9,11,10,13,6,2.008179012345679
243,121,9,11,15,11,9,5,0,0,2.0082644628099175
2376,1183,11,13,8,7,15,13,9,5,2.0084530853761624
225,112,15,14,15,8,0,0,0,0,2.0089285714285716
18720,9317,10,11,12,11,12,11,13,7,2.009230438982505
1280,637,8,7,10,13,8,7,2,1,2.009419152276295
1029,512,9,8,7,8,7,6,7,4,2.009765625
3250,1617,13,14,10,9,10,11,15,7,2.0098948670377244
19305,9604,15,14,11,14,9,7,13,7,2.010099958350687
392,195,14,13,14,15,2,1,0,0,2.01025641025641
3267,1625,11,13,11,10,9,10,12,5,2.0104615384615383
3185,1584,7,8,14,11,5,6,13,6,2.010732323232323
4235,2106,11,12,11,9,10,13,7,3,2.010921177587844
1287,640,9,8,9,10,13,12,11,6,2.0109375
14641,7280,11,13,11,8,11,14,11,5,2.011126373626374
1792,891,8,9,4,3,8,11,7,3,2.011223344556678
6084,3025,13,11,8,11,13,10,9,5,2.011239669421488
352,175,4,5,8,7,11,5,0,0,2.0114285714285716
4400,2187,8,9,10,9,10,9,11,6,2.011888431641518
169,84,13,12,13,7,0,0,0,0,2.011904761904762
2662,1323,8,7,11,14,11,9,11,6,2.0120937263794407
30375,15092,15,14,9,11,15,14,15,7,2.0126557116353037
1701,845,9,8,12,13,14,13,9,5,2.01301775147929
2835,1408,9,11,7,6,9,8,15,8,2.0134943181818183
5445,2704,9,8,11,13,15,13,11,6,2.013683431952663
288,143,12,13,10,11,12,5,0,0,2.013986013986014
975,484,13,11,10,11,15,8,0,0,2.0144628099173554
550,273,11,13,10,9,15,7,0,0,2.0146520146520146
3159,1568,9,8,9,10,15,14,13,7,2.014668367346939
3456,1715,6,7,8,7,6,7,12,5,2.015160349854227
3773,1872,14,13,7,8,11,12,7,3,2.015491452991453
7605,3773,15,14,12,11,13,14,13,7,2.015637423800689
10976,5445,14,15,14,11,8,11,7,3,2.0157943067033974
252,125,14,15,6,5,9,5,0,0,2.016
490,243,10,9,7,9,7,3,0,0,2.016460905349794
3549,1760,13,11,7,10,13,10,15,8,2.016477272727273
121,60,11,10,11,6,0,0,0,0,2.0166666666666666
1664,825,8,9,13,11,4,5,12,5,2.016969696969697
9295,4608,13,12,11,12,13,12,15,8,2.0171440972222223
3750,1859,15,13,10,11,10,13,5,2,2.0172135556750943
2197,1089,13,11,8,11,13,12,13,6,2.0174471992653813
1144,567,8,9,11,9,13,7,0,0,2.017636684303351
19773,9800,13,14,13,14,13,10,9,5,2.0176530612244896
9000,4459,15,14,10,13,8,7,15,7,2.018389773491814
15876,7865,9,11,14,11,14,13,9,5,2.0185632549268915
22176,10985,14,13,11,13,12,13,12,5,2.018752844788348
105,52,14,13,15,8,0,0,0,0,2.019230769230769
2688,1331,12,11,12,11,8,11,7,3,2.019534184823441
20449,10125,13,15,11,9,13,15,11,5,2.0196543209876543
3888,1925,9,10,12,11,8,7,9,5,2.0197402597402596
200,99,10,9,10,11,2,1,0,0,2.0202020202020203
13689,6776,13,11,9,11,9,8,13,7,2.020218417945691
99,49,15,14,11,10,12,7,0,0,2.020408163265306
12675,6272,13,14,13,14,5,4,15,8,2.020886479591837
2401,1188,7,8,14,11,7,9,7,3,2.021043771043771
1617,800,14,15,11,10,9,8,7,4,2.02125
2080,1029,6,7,8,7,10,9,13,7,2.021379980563654
9317,4608,11,12,11,12,11,8,7,4,2.0219184027777777
91,45,14,15,13,6,0,0,0,0,2.022222222222222
10648,5265,8,9,11,9,11,13,11,5,2.022412155745489
14157,7000,9,10,11,10,11,10,13,7,2.0224285714285712
7865,3888,13,12,5,6,11,9,11,6,2.0228909465020575
2025,1001,15,13,9,11,15,7,0,0,2.022977022977023
5408,2673,8,9,13,11,8,9,13,6,2.023194912083801
7436,3675,13,14,13,15,8,7,11,5,2.023401360544218
28561,14112,13,12,13,14,13,12,13,7,2.0238803854875282
12000,5929,10,11,10,11,10,7,12,7,2.023950075898128
4860,2401,6,7,9,7,6,7,15,7,2.0241566014160766
18816,9295,14,13,14,13,8,11,12,5,2.0243141473910704
245,121,10,11,14,11,7,4,0,0,2.024793388429752
3080,1521,14,13,10,13,11,9,2,1,2.024983563445102
81,40,9,8,9,5,0,0,0,0,2.025
11979,5915,11,13,9,7,11,13,11,5,2.0251901944209636
875,432,5,6,10,9,7,6,15,8,2.025462962962963
4608,2275,4,5,8,7,12,13,12,5,2.0254945054945055
1815,896,15,14,11,12,9,8,11,6,2.025669642857143
156,77,13,11,12,7,0,0,0,0,2.0259740259740258
3872,1911,11,13,8,7,8,7,11,6,2.0261643118785977
3575,1764,10,9,11,14,5,4,13,7,2.0266439909297054
4459,2200,13,11,7,10,7,5,7,4,2.026818181818182
5929,2925,14,15,11,10,11,13,7,3,2.027008547008547
7007,3456,13,12,11,12,7,8,7,3,2.027488425925926
4455,2197,15,13,11,13,12,13,9,4,2.02776513427401
2464,1215,8,9,4,3,11,15,7,3,2.02798353909465
507,250,13,15,13,10,9,5,0,0,2.028
5324,2625,11,10,11,15,8,7,11,5,2.0281904761904763
3375,1664,15,13,5,6,9,8,15,8,2.0282451923076925
5915,2916,13,12,7,9,10,9,13,6,2.0284636488340193
2700,1331,10,11,12,11,12,11,15,8,2.02854996243426
20449,10080,13,12,11,14,13,12,11,5,2.0286706349206347
2400,1183,14,13,10,13,10,7,12,7,2.0287404902789516
2187,1078,9,10,9,7,9,11,15,7,2.028756957328386
625,308,5,6,5,4,10,11,15,7,2.029220779220779
22275,10976,15,14,11,14,15,14,9,4,2.029427842565598
343,169,14,13,14,13,7,4,0,0,2.029585798816568
2079,1024,9,8,7,8,11,10,15,8,2.0302734375
7840,3861,14,13,10,11,8,9,7,3,2.0305620305620304
2457,1210,9,11,14,11,9,10,13,6,2.030578512396694
132,65,12,13,11,5,0,0,0,0,2.0307692307692307
65,32,13,12,15,8,0,0,0,0,2.03125
6655,3276,11,13,11,9,11,14,5,2,2.0314407814407813
2704,1331,13,11,8,11,14,11,13,7,2.0315552216378663
128,63,8,9,4,3,12,7,0,0,2.0317460317460316
4225,2079,13,14,10,9,10,11,13,6,2.0322270322270324
5577,2744,13,14,13,14,11,10,15,7,2.0324344023323615
1372,675,14,15,14,15,7,3,0,0,2.0325925925925925
2541,1250,14,15,11,10,9,10,11,5,2.0328
5929,2916,11,12,11,9,7,9,7,3,2.0332647462277094
3780,1859,14,13,10,11,15,13,9,5,2.033351264120495
14641,7200,11,10,11,12,11,12,11,5,2.033472222222222
2288,1125,6,5,13,15,8,9,11,5,2.033777777777778
7875,3872,7,8,15,11,10,11,15,8,2.033832644628099
1375,676,15,13,5,6,11,13,5,2,2.0340236686390534
3645,1792,9,8,9,10,15,14,15,8,2.0340401785714284
2197,1080,13,12,13,15,13,6,0,0,2.0342592592592594
1296,637,12,13,9,7,12,7,0,0,2.034536891679749
5000,2457,10,9,10,13,10,9,15,7,2.035002035002035
8775,4312,13,12,9,11,15,14,15,7,2.035018552875696
1323,650,14,13,14,15,9,10,9,4,2.0353846153846153
7680,3773,8,7,8,11,8,7,15,7,2.03551550490326
5733,2816,13,11,7,8,7,8,9,4,2.035866477272727
847,416,11,13,11,8,7,4,0,0,2.0360576923076925
112,55,14,15,12,11,2,1,0,0,2.036363636363636
1782,875,9,10,9,7,11,15,12,5,2.0365714285714285
5915,2904,13,11,7,9,13,11,15,8,2.036845730027548
55,27,10,9,11,6,0,0,0,0,2.037037037037037
4563,2240,9,8,9,10,13,12,13,7,2.0370535714285714
3993,1960,15,14,11,10,11,14,11,5,2.0372448979591837
2496,1225,4,5,8,7,6,5,13,7,2.0375510204081633
16875,8281,15,14,10,13,15,13,15,7,2.037797367467697
10400,5103,8,9,10,9,10,9,13,7,2.038016852831668
2197,1078,13,14,13,11,13,7,0,0,2.038033395176252
6292,3087,8,7,11,14,11,9,13,7,2.0382248137350176
1274,625,14,15,14,15,13,10,9,5,2.0384
11025,5408,15,13,7,8,15,13,7,4,2.038646449704142
11011,5400,13,12,7,9,11,10,11,5,2.0390740740740743
1458,715,9,10,12,13,12,11,9,4,2.0391608391608393
875,429,14,13,10,11,5,6,5,2,2.0396270396270397
15795,7744,13,11,9,11,9,8,15,8,2.0396435950413223
1485,728,9,8,11,13,15,7,0,0,2.0398351648351647
7436,3645,13,15,11,9,8,9,13,6,2.040054869684499
1728,847,12,11,12,11,12,7,0,0,2.040141676505313
100,49,8,9,15,14,15,7,0,0,2.0408163265306123
8624,4225,14,13,14,15,11,13,12,5,2.0411834319526627
5103,2500,9,10,9,10,7,5,9,5,2.0412
49,24,7,6,7,4,0,0,0,0,2.0416666666666665
9317,4563,14,13,11,13,11,9,11,6,2.041858426473811
3267,1600,9,10,11,10,11,10,15,8,2.041875
3584,1755,14,13,8,9,8,9,12,5,2.0421652421652423
2808,1375,6,5,13,15,12,11,9,5,2.042181818181818
30375,14872,15,13,9,11,15,13,15,8,2.0424287251210327
1820,891,10,9,7,9,14,11,13,7,2.042648709315376
143,70,13,14,11,5,0,0,0,0,2.0428571428571427
10985,5376,13,12,13,14,13,12,15,8,2.0433407738095237
22500,11011,15,13,10,11,10,11,15,7,2.043411134320225
2704,1323,8,9,13,14,4,3,13,7,2.0438397581254724
1701,832,9,8,9,10,14,13,15,8,2.0444711538461537
8281,4050,14,15,14,15,13,12,13,6,2.0446913580246915
13608,6655,9,11,14,11,12,11,9,5,2.044778362133734
1728,845,12,13,12,13,12,5,0,0,2.0449704142011833
45,22,9,11,5,2,0,0,0,0,2.0454545454545454
2420,1183,11,13,8,7,15,13,11,6,2.0456466610312765
8019,3920,9,10,9,7,11,14,9,4,2.0456632653061226
1375,672,5,6,5,4,11,14,5,2,2.0461309523809526
5200,2541,10,11,12,11,10,9,13,7,2.046438410074774
702,343,13,14,9,7,12,7,0,0,2.0466472303206995
4459,2178,13,11,7,9,14,11,7,4,2.0472910927456383
2156,1053,14,13,14,15,10,9,11,6,2.0474833808167143
819,400,7,8,13,10,9,5,0,0,2.0475
1331,650,11,13,11,10,11,5,0,0,2.0476923076923077
256,125,4,5,8,7,14,15,12,5,2.048
1573,768,11,12,11,12,13,12,9,4,2.0481770833333335
4500,2197,15,13,10,13,12,13,5,2,2.048247610377788
4480,2187,8,9,10,9,8,9,7,3,2.0484682213077274
338,165,14,15,13,11,13,7,0,0,2.0484848484848484
1936,945,8,7,11,15,11,9,2,1,2.0486772486772487
9295,4536,13,14,10,9,13,12,11,6,2.049162257495591
12150,5929,15,14,12,11,9,11,15,7,2.0492494518468543
5625,2744,15,14,15,14,5,7,5,2,2.049927113702624
3969,1936,9,11,14,11,9,8,7,4,2.050103305785124
693,338,14,13,11,13,9,4,0,0,2.0502958579881656
6561,3200,9,8,9,10,9,8,9,5,2.0503125
16128,7865,14,13,12,11,8,11,12,5,2.0506039415130326
525,256,7,8,5,4,15,8,0,0,2.05078125
2730,1331,13,11,10,11,9,11,7,3,2.0510894064613074
80,39,10,9,10,13,12,5,0,0,2.051282051282051
3159,1540,9,10,9,7,9,11,13,6,2.0512987012987014
6534,3185,11,13,9,7,11,14,12,5,2.05149136577708
1625,792,5,6,5,4,10,11,13,6,2.051767676767677
6435,3136,9,8,13,14,15,14,11,6,2.0519770408163267
2401,1170,14,13,14,15,7,6,7,4,2.052136752136752
12168,5929,13,14,13,11,12,11,12,7,2.0522853769607017
704,343,8,7,11,14,8,7,2,1,2.052478134110787
4225,2058,13,14,13,14,10,9,15,7,2.052964042759961
5488,2673,8,9,14,11,7,9,7,3,2.0531238309016087
154,75,14,15,11,5,0,0,0,0,2.0533333333333332
1183,576,13,12,13,12,7,4,0,0,2.0538194444444446
10935,5324,9,11,15,11,9,11,9,4,2.0539068369646882
1331,648,11,12,11,9,11,6,0,0,2.0540123456790123
2430,1183,12,13,12,13,15,14,9,4,2.054099746407439
832,405,8,9,4,3,13,15,2,1,2.054320987654321
10125,4928,15,14,9,11,5,4,15,8,2.054586038961039
24167,11760,13,14,13,14,11,10,13,6,2.055017006802721
14400,7007,12,13,10,11,10,7,12,7,2.0550877693734835
294,143,14,13,9,11,7,3,0,0,2.055944055944056
2673,1300,9,10,12,13,11,10,9,4,2.056153846153846
1925,936,5,6,5,4,14,13,11,6,2.0566239316239314
1053,512,9,8,9,10,13,12,15,8,2.056640625
11979,5824,11,13,11,8,11,14,9,4,2.056833791208791
2240,1089,10,11,12,11,8,9,7,3,2.0569329660238753
13689,6655,13,11,9,11,13,11,9,5,2.0569496619083396
72,35,6,5,12,7,0,0,0,0,2.057142857142857
500,243,5,6,10,9,10,9,2,1,2.05761316872428
2535,1232,13,14,13,11,15,8,0,0,2.0576298701298703
605,294,8,7,11,14,5,4,11,6,2.057823129251701
1029,500,14,15,9,10,7,5,7,4,2.058
3328,1617,8,9,8,7,12,11,13,7,2.0581323438466295
5929,2880,14,15,7,8,11,8,11,6,2.0586805555555556
19773,9604,13,14,9,7,13,14,13,7,2.058829654310704
5096,2475,14,15,14,15,12,11,13,6,2.058989898989899
1287,625,6,5,13,15,9,10,11,5,2.0592
22275,10816,9,8,11,13,15,13,15,8,2.0594489644970415
1001,486,13,12,7,9,11,9,2,1,2.0596707818930042
3240,1573,12,13,10,11,12,11,9,4,2.059758423394787
17303,8400,11,10,11,14,11,10,13,6,2.0598809523809525
5408,2625,8,7,13,15,13,15,12,5,2.0601904761904763
375,182,15,13,5,6,15,7,0,0,2.0604395604395602
28561,13860,13,14,13,11,13,15,13,6,2.0606782106782107
1715,832,7,8,5,4,14,13,7,4,2.061298076923077
4950,2401,8,7,11,14,15,14,15,7,2.0616409829237816
3136,1521,8,9,12,13,14,13,7,3,2.061801446416831
567,275,9,10,14,11,9,5,0,0,2.061818181818182
8712,4225,12,13,12,13,11,10,11,5,2.062011834319527
1225,594,10,9,7,9,14,11,15,8,2.0622895622895623
33,16,9,8,11,6,0,0,0,0,2.0625
1248,605,13,11,8,11,12,5,0,0,2.062809917355372
2816,1365,12,13,8,7,8,9,11,5,2.0630036630036632
130,63,10,9,13,7,0,0,0,0,2.0634920634920637
14157,6860,11,10,11,14,9,7,13,7,2.0637026239067056
30184,14625,14,15,14,15,14,13,11,5,2.0638632478632477
4459,2160,14,15,7,8,7,6,13,6,2.064351851851852
4536,2197,14,13,12,13,15,13,9,5,2.0646335912608103
4725,2288,7,8,15,11,10,13,9,4,2.0651223776223775
9075,4394,15,13,11,13,15,13,11,6,2.0653163404642694
1859,900,13,15,13,10,11,6,0,0,2.0655555555555556
8748,4235,9,11,9,7,12,11,9,5,2.065643447461629
250,121,10,11,10,11,5,2,0,0,2.0661157024793386
405,196,15,14,6,7,9,4,0,0,2.066326530612245
1323,640,9,8,7,8,7,6,9,5,2.0671875
7800,3773,8,7,5,7,15,11,13,7,2.0673204346673733
672,325,14,13,4,5,12,5,0,0,2.0676923076923077
4235,2048,11,12,7,8,11,8,15,8,2.06787109375
91,44,13,11,7,4,0,0,0,0,2.0681818181818183
242,117,12,13,11,9,11,6,0,0,2.0683760683760686
11583,5600,9,8,9,10,11,10,13,7,2.068392857142857
1024,495,8,9,4,3,8,11,12,5,2.0686868686868687
3575,1728,13,12,5,6,11,9,15,8,2.068865740740741
6760,3267,8,9,13,11,10,11,13,6,2.06917661463116
3520,1701,8,9,11,9,8,9,15,7,2.069370958259847
507,245,13,14,13,14,12,5,0,0,2.0693877551020408
7546,3645,14,15,11,9,7,9,7,3,2.0702331961591223
9317,4500,11,10,11,15,11,10,7,3,2.0704444444444445
350,169,14,13,10,13,5,2,0,0,2.0710059171597632
729,352,9,8,9,11,9,4,0,0,2.071022727272727
9801,4732,11,13,9,7,11,13,9,4,2.0712172442941674
15379,7425,14,15,13,11,13,15,13,6,2.0712457912457913
12584,6075,13,15,11,9,8,9,11,5,2.071440329218107
10368,5005,12,13,8,7,9,11,12,5,2.0715284715284716
7425,3584,15,14,11,12,9,8,15,8,2.0717075892857144
1755,847,9,11,15,11,13,7,0,0,2.072018890200708
1320,637,11,13,8,7,15,7,0,0,2.072213500784929
1625,784,5,6,5,4,15,14,13,7,2.072704081632653
539,260,14,13,11,10,7,4,0,0,2.0730769230769233
6272,3025,14,15,14,11,8,11,12,5,2.073388429752066
3185,1536,7,8,5,4,7,8,13,6,2.0735677083333335
1296,625,6,5,4,5,6,5,9,5,2.0736
56,27,8,9,7,3,0,0,0,0,2.074074074074074
4563,2200,9,10,13,11,9,10,13,6,2.074090909090909
363,175,11,10,11,14,12,5,0,0,2.0742857142857143
3025,1458,5,6,10,9,11,9,11,6,2.0747599451303156
1859,896,13,12,13,14,9,8,11,6,2.0747767857142856
27000,13013,12,13,10,11,15,13,15,7,2.0748482286943823
8788,4235,13,11,8,11,13,10,13,7,2.0750885478158207
4576,2205,8,7,11,15,8,7,13,6,2.0752834467120183
10985,5292,13,14,10,9,13,12,13,7,2.075774754346183
7007,3375,14,15,14,15,13,12,11,5,2.0761481481481483
8505,4096,9,8,7,8,9,8,15,8,2.076416015625
9800,4719,10,11,14,11,10,13,7,3,2.0767111676202585
27,13,12,13,9,4,0,0,0,0,2.076923076923077
13824,6655,12,11,12,11,8,11,12,5,2.0772351615326823
2925,1408,9,8,5,6,13,11,15,8,2.077414772727273
3025,1456,15,14,11,13,11,12,5,2,2.07760989010989
160,77,10,11,8,7,2,1,0,0,2.0779220779220777
3564,1715,6,7,9,7,6,7,11,5,2.078134110787172
2750,1323,10,9,11,14,10,9,15,7,2.0786092214663645
22815,10976,13,14,13,14,15,14,9,4,2.0786260932944605
343,165,14,15,14,11,7,4,0,0,2.0787878787878786
2079,1000,14,15,11,10,9,8,9,5,2.079
4992,2401,6,7,8,7,8,7,13,7,2.079133694294044
2695,1296,5,6,11,9,7,6,7,4,2.0794753086419755
1331,640,11,12,11,12,11,8,9,5,2.0796875
52,25,4,5,13,5,0,0,0,0,2.08
5625,2704,15,13,5,6,15,13,15,8,2.0802514792899407
4550,2187,10,9,7,9,10,9,13,6,2.0804755372656607
2197,1056,13,14,13,11,13,12,7,4,2.0804924242424243
1573,756,11,12,11,9,13,7,0,0,2.0806878306878307
14580,7007,9,11,9,7,12,13,15,7,2.0807763664906522
37125,17836,15,14,11,13,15,14,15,7,2.0814644539134335
13720,6591,14,13,10,13,14,13,7,3,2.081626460324685
28561,13720,13,14,13,14,13,10,13,7,2.0817055393586004
3465,1664,9,8,11,13,7,8,5,2,2.082331730769231
252,121,9,11,14,11,2,1,0,0,2.0826446280991737
352,169,12,13,12,13,10,9,11,5,2.0828402366863905
729,350,9,10,9,7,9,5,0,0,2.0828571428571427
25,12,5,6,5,2,0,0,0,0,2.0833333333333335
3267,1568,15,14,11,10,11,14,9,4,2.083545918367347
5616,2695,9,11,8,7,13,14,12,5,2.0838589981447124
2401,1152,7,6,7,8,7,6,7,4,2.084201388888889
13000,6237,10,9,10,11,10,9,13,7,2.084335417668751
715,343,8,7,11,14,5,4,13,7,2.0845481049562684
10976,5265,14,13,14,15,8,9,7,3,2.084710351377018
5733,2750,13,11,7,10,7,5,9,5,2.0847272727272728
3388,1625,14,15,11,10,11,13,12,5,2.084923076923077
1001,480,13,12,11,10,7,4,0,0,2.0854166666666667
14641,7020,11,13,11,10,11,9,11,6,2.0856125356125355
18928,9075,13,11,8,11,14,15,13,5,2.0857300275482094
1408,675,8,9,4,3,11,15,12,5,2.0859259259259257
6075,2912,15,14,12,13,9,8,15,8,2.0861950549450547
169,81,8,9,13,12,13,6,0,0,2.0864197530864197
19440,9317,9,11,12,11,12,11,15,7,2.0865085327895243
20449,9800,13,14,13,14,11,10,11,5,2.0866326530612245
17280,8281,12,13,12,13,8,7,15,7,2.0867045042869217
1125,539,15,14,10,11,15,7,0,0,2.0871985157699444
1764,845,14,13,14,13,9,5,0,0,2.0875739644970412
735,352,7,8,14,11,15,8,0,0,2.0880681818181817
4235,2028,14,13,11,13,11,9,15,8,2.0882642998027614
2673,1280,9,8,9,10,9,8,11,6,2.08828125
896,429,8,9,12,13,14,11,2,1,2.0885780885780885
6318,3025,9,10,13,11,9,11,12,5,2.088595041322314
4752,2275,12,13,8,7,9,10,11,5,2.088791208791209
2275,1089,10,11,14,11,5,6,13,6,2.089072543617998
2200,1053,10,9,10,13,11,9,2,1,2.0892687559354224
117,56,9,8,13,7,0,0,0,0,2.0892857142857144
512,245,8,7,8,11,8,7,11,5,2.089795918367347
3380,1617,8,9,13,14,15,11,13,7,2.090290661719233
784,375,14,15,14,15,12,5,0,0,2.0906666666666665
8281,3960,13,11,7,9,7,8,13,5,2.091161616161616
847,405,14,15,11,9,11,6,0,0,2.091358024691358
3888,1859,12,13,12,13,12,11,9,4,2.0914470145239377
14641,7000,11,10,11,14,11,10,11,5,2.0915714285714286
2025,968,9,11,15,11,15,8,0,0,2.0919421487603307
2475,1183,15,13,11,13,15,7,0,0,2.0921386306001692
4576,2187,8,9,11,9,8,9,13,6,2.0923639689071787
2197,1050,13,15,13,10,13,7,0,0,2.0923809523809522
1875,896,5,6,5,4,15,14,15,8,2.0926339285714284
19500,9317,10,11,10,11,15,11,13,7,2.0929483739401094
4000,1911,10,9,10,13,8,7,15,7,2.0931449502878072
15795,7546,13,14,9,7,9,11,15,7,2.0931619401007158
3402,1625,14,13,9,10,9,10,12,5,2.0935384615384613
245,117,14,13,5,6,7,3,0,0,2.094017094017094
7371,3520,9,8,7,8,9,11,13,5,2.094034090909091
1089,520,9,8,11,13,11,5,0,0,2.0942307692307693
576,275,6,5,8,11,12,5,0,0,2.0945454545454547
2145,1024,13,12,3,4,11,8,15,8,2.0947265625
5600,2673,8,9,10,9,10,11,7,3,2.0950243172465393
507,242,13,11,9,11,13,6,0,0,2.0950413223140494
44,21,8,7,11,6,0,0,0,0,2.0952380952380953
4225,2016,13,14,10,9,13,12,15,8,2.095734126984127
3773,1800,14,15,7,8,7,6,11,5,2.096111111111111
8320,3969,8,9,10,9,8,7,13,7,2.0962459057697154
2835,1352,15,13,7,8,15,13,9,5,2.0968934911242605
2548,1215,8,9,14,15,13,9,7,4,2.097119341563786
1573,750,11,10,11,15,13,5,0,0,2.0973333333333333
300,143,12,13,10,11,5,2,0,0,2.097902097902098
2673,1274,9,10,9,7,11,13,15,7,2.098116169544741
26325,12544,9,8,13,14,15,14,15,8,2.098612882653061
2401,1144,14,13,7,8,14,11,7,4,2.0987762237762237
720,343,6,7,8,7,15,7,0,0,2.0991253644314867
6860,3267,10,11,14,11,7,9,7,3,2.0997857361493724
21,10,14,15,9,4,0,0,0,0,2.1
5324,2535,11,13,11,9,11,13,12,5,2.1001972386587773
5915,2816,13,11,7,8,13,12,15,8,2.100497159090909
605,288,11,12,11,9,15,8,0,0,2.1006944444444446
208,99,8,9,13,11,2,1,0,0,2.101010101010101
2574,1225,6,5,11,14,6,5,13,7,2.1012244897959182
3575,1701,13,14,10,9,10,9,11,6,2.101704879482657
6591,3136,13,12,13,14,9,8,13,7,2.10172193877551
10816,5145,8,7,13,15,8,7,13,7,2.1022351797862
6615,3146,9,11,14,11,14,13,15,8,2.1026700572155117
4620,2197,15,13,11,13,12,13,7,3,2.102867546654529
2187,1040,9,8,9,10,15,13,9,5,2.1028846153846152
2366,1125,14,15,13,15,13,5,0,0,2.103111111111111
875,416,5,6,5,4,14,13,15,8,2.1033653846153846
2800,1331,10,11,12,11,10,11,7,3,2.103681442524418
20449,9720,13,15,11,9,13,12,11,6,2.10380658436214
162,77,15,14,12,11,9,5,0,0,2.103896103896104
625,297,5,6,10,9,10,11,5,2,2.1043771043771042
825,392,15,14,11,14,5,2,0,0,2.104591836734694
9604,4563,14,13,7,9,14,13,7,3,2.1047556432171817
12480,5929,13,11,8,11,8,7,15,7,2.104908078934053
539,256,7,8,5,4,7,8,11,5,2.10546875
1274,605,9,11,14,11,7,9,13,5,2.105785123966942
1232,585,14,13,8,9,11,5,0,0,2.105982905982906
1053,500,9,10,13,10,9,5,0,0,2.106
455,216,13,12,7,9,5,2,0,0,2.1064814814814814
6655,3159,11,13,10,9,11,9,11,6,2.106679328901551
4719,2240,11,10,11,14,9,8,13,6,2.1066964285714285
32400,15379,12,13,12,13,15,13,15,7,2.1067689706742962
512,243,8,9,10,9,8,9,12,5,2.1069958847736627
4056,1925,6,5,13,15,12,11,13,7,2.107012987012987
7744,3675,8,7,11,15,8,7,11,5,2.1072108843537416
16875,8008,15,14,10,13,15,11,15,8,2.1072677322677325
1859,882,13,14,11,9,13,7,0,0,2.1077097505668934
11858,5625,14,15,11,10,14,15,11,5,2.1080888888888887
10125,4802,15,14,6,7,15,14,15,7,2.1084964598084133
3920,1859,14,13,14,13,8,11,5,2,2.1086605701990315
5103,2420,9,11,14,11,9,8,9,5,2.108677685950413
1782,845,9,8,11,13,12,13,12,5,2.1088757396449704
135,64,9,8,15,8,0,0,0,0,2.109375
19965,9464,11,13,11,8,11,13,15,7,2.1095731191885037
2808,1331,13,11,9,11,12,11,2,1,2.1096919609316305
192,91,12,13,8,7,2,1,0,0,2.10989010989011
325,154,15,14,10,11,13,6,0,0,2.1103896103896105
11583,5488,9,8,11,14,9,7,13,7,2.1106049562682214
686,325,14,13,14,15,9,10,7,3,2.1107692307692307
4459,2112,7,8,14,11,7,8,13,6,2.1112689393939394
5929,2808,11,12,11,12,14,13,7,3,2.1114672364672367
5070,2401,13,14,8,7,15,14,13,7,2.111620158267389
3136,1485,14,15,12,11,8,9,7,3,2.1117845117845118
